   5.82259121	-34.64006428	-31.31918401	3.85692470	-33.14123247	2.83751664	26.55983494	26.87656607	-1.84803825	12.71717840	11.14270469	-12.84677659	20.13657292	-31.06512145	19.06738151	-15.09492089	9.50992276	28.16872177	-2.41958766	32.45075605	19.24662742	5.88085610	5.40982494	33.21184795	-34.98803763	-29.29246934	-0.52119498	-32.57623830	8.73345556	-10.23064752	-30.58342285	-19.02461897	20.30709946	-29.11920296	-21.17587186	-34.19388529	-22.27831803	-22.30061560	-6.37783934	-28.20892085	-7.37766415	-34.60652895	20.30522871	30.87920158	-32.13163995	-10.96799674	-4.00963058	-6.22227155	24.20671917	-23.76304131	4.93517437	6.95972551	-26.81875299	-14.58772949	3.35086349	-13.81820788	-18.34466839	-9.55141541	-33.40440485	-34.06023392	19.67297940	-29.61938205	-0.62037611	-15.97815726	-12.81845449	-18.89442130	19.76085863	-21.05124502	-25.90217000	7.42582522	4.05559422	-30.83287796	-25.26942606	-19.64221331	19.22963777	-32.56592162	21.60997194	15.45185769	26.41542882	32.27924770	-2.04869889	4.12378432	8.55280743	5.76759353	-4.21895228	27.40167584	-4.07624909	21.50844516	26.63734460	-4.18654069	-29.05930867	14.37643115	-15.19087924	-32.45505422	25.34239925	-1.18883157	13.42491457	20.42924226	21.06435070	-12.43274408	
-28.57343799	-34.67132882	-32.89626091	3.37795946	-30.67168366	2.87288422	31.14190866	28.23603132	-2.28257262	14.73039764	11.41858294	-18.84089564	20.08586210	-29.93639221	20.71556571	-14.24575994	10.22871605	28.16440567	-2.52120703	31.10648179	19.24999099	-34.20640385	4.54100845	31.70238873	-29.98433883	-29.17017052	22.13345351	-34.95822237	15.75697298	32.42867423	-25.49181648	-14.23960110	20.56310340	-29.26968607	-22.01900977	-24.28311151	-22.60341401	-22.50666641	-28.12073415	-28.24217059	-7.37766415	-28.14021609	20.42681902	13.64209271	-29.55176822	-10.96799572	-3.23234382	-6.39700175	23.93301007	17.83463909	-5.03292942	6.82506891	-26.81874717	-14.40767705	-18.33041074	-13.16531688	-22.19718486	-28.58188214	-33.13092692	-32.19694549	19.39571384	-10.18653740	-8.79115288	-15.09453161	-7.16340743	-18.89416417	22.20789798	28.94722531	-25.81780353	6.84116897	7.39431859	-31.06628216	-25.65217633	-19.64221331	12.31445941	-32.78783563	-6.46894112	14.11912305	-15.17883537	16.05346855	-9.33889150	3.65458551	9.32097339	8.66692136	21.47268425	13.74643978	-6.33523208	21.46258923	26.63743375	-3.46282573	-27.31833668	14.34332530	9.51909692	-4.98588186	3.02083881	-1.68903298	13.42614876	20.54610158	-3.59157208	-12.43225941	
1.37672022	12.91330261	16.18623481	-32.43608497	-19.41133162	28.44856631	6.18484687	-24.51665539	-30.74855110	-13.01062699	-9.77269897	1.08138697	5.83392410	7.20288506	-15.10360689	-32.29893717	2.27200026	4.10371725	4.82768465	9.43406353	-7.63549569	-4.13701303	18.08903242	-0.95940514	0.15589721	-19.09093404	14.53177928	-30.99604019	-32.71865848	-5.82127909	-11.47932890	-6.07184323	3.38693996	34.10900022	25.36661851	3.97727331	-17.11530758	28.61129691	-16.33559037	-30.06285522	20.34615545	-27.46281239	-33.27320847	-16.18661366	27.65192266	-10.30550067	-13.04116499	-9.59197067	-31.25458107	30.99004027	-13.45608578	21.62102472	-22.30554694	13.69210798	-10.61376525	24.74812724	-21.70031962	24.63705483	20.47040935	-15.60116938	-22.76715583	34.61098571	16.79930054	-24.51128764	-6.91394401	-12.15674992	-3.05491235	-24.18707797	-5.19930680	2.47372531	3.71339775	26.39397503	32.17272591	-7.70158035	18.12975772	9.68209467	23.40659465	16.14480110	-13.44557561	17.16773914	-24.90053565	7.87162257	24.76593192	1.59890471	-25.16387981	-27.87720937	5.81777512	11.01083709	26.39443516	-23.58246249	18.80365753	18.62630610	2.18665524	-8.20128162	-18.04395430	-17.59424523	9.19073513	2.57451424	-6.21683963	9.33584866	
-28.57994814	-34.67051946	-32.01122131	3.80049658	-6.73238842	2.90231787	26.75024325	26.87656607	-2.27930520	14.92009056	11.52654784	-19.00343795	22.06966006	-31.33026143	20.71427342	-15.10555858	10.24640406	28.16872177	-0.25533726	32.45075605	19.24751761	5.74814866	5.40982494	33.21139779	-34.46897323	-29.29010564	21.76825274	-34.84825065	2.64835783	32.35884669	-25.29179815	-18.75469003	20.31488289	-29.27192687	-7.60760355	-34.19354924	-22.31794422	-21.72016518	-27.48079205	-28.23570577	-7.37766415	-34.62356733	25.87546193	30.87920158	-31.66398755	-10.96799572	-4.00963058	-10.71911885	24.20673947	-23.76456778	4.85287702	6.82599308	-26.81875299	-13.89330054	3.42111240	-13.15166049	-19.11568905	-28.08061177	-33.40440485	-32.17927301	18.52421442	-9.03632193	-0.62037611	-15.09453161	-6.98122477	-18.89416417	22.21973714	30.79159967	-25.90168235	2.00669209	4.05444579	-30.85822750	-25.26914609	-21.23002024	10.73322747	-32.56571451	21.46027037	-34.63463133	28.68958216	-1.51453355	4.91114139	3.97935405	-31.13516333	5.65142672	-4.21895107	27.90533056	-6.29118529	21.85488510	26.63734460	-4.19190739	-28.99104166	14.37268294	11.77756024	-32.44516324	25.06012946	-1.11789741	13.42929882	20.41241823	21.09764293	-12.42733182	
-29.23069687	-34.76032655	-31.97921308	3.80227682	-7.16479768	2.88926948	30.96834716	28.20697553	-2.28235395	14.81624858	11.42252017	-18.84032848	20.08586210	-31.32546176	20.71558543	-14.14059940	10.22882298	28.15479874	-0.58598170	31.10648179	19.24991523	-34.20640385	5.50491868	31.67306464	-29.98663173	-23.91090510	22.13345351	-34.85686985	16.45607315	33.16118752	-25.49800450	-18.76432960	20.31477945	-29.27053099	-22.03513232	-24.03255695	-22.60341401	-21.65644233	-28.76332827	-28.23558374	-7.37766415	-28.14021609	20.38739387	13.24621723	-29.55176822	-10.96799572	-3.23529068	-10.77735314	23.93059952	17.83463909	-5.03292942	6.95659909	-31.48396245	-14.60361158	-18.14883323	-13.16531688	-19.11255733	-28.58160749	-33.41251899	-32.19859549	19.39571384	-10.11747674	-8.59360231	-15.10084030	-7.20377206	-18.89416417	22.20789798	27.90273571	-25.83151734	6.84255186	7.34935189	-30.85632907	-25.65217633	-19.79034006	-23.62395972	-32.80270082	-8.69275140	-34.50578876	30.11298618	16.65748793	6.22549787	4.14027497	9.99883166	8.66692136	-2.28005072	13.74643978	-6.33507601	21.40448944	26.63743375	-3.46015769	-30.99610256	14.37325592	9.53492591	-4.80089143	3.02083881	-1.12242799	13.42607161	20.08343040	20.84880810	-12.42733182	
1.37672022	12.91330261	-32.81153053	-32.43608497	-7.91455909	28.44856631	6.18484687	28.89392554	-2.18753526	-13.01062699	-10.34071062	-0.22450555	5.83392410	7.33619887	20.24788454	-32.29893717	2.27200026	4.10371725	-2.76873378	9.88499428	-7.68783585	-33.86571935	18.16843612	-1.00049661	0.15589721	-29.28214640	14.53177928	-34.97455775	6.19615448	-5.82127909	-11.28670860	-14.12344299	19.71910402	-32.89616349	25.36661851	7.17693137	-22.37036509	-19.87719791	-6.95239569	-30.06285522	21.06429731	-28.16681075	-33.89263507	-16.18661366	27.65192266	-11.00227773	-4.05406954	-6.30080632	-33.02319632	30.99004027	-13.45608578	6.75661605	-22.30554694	14.59275154	-17.61803917	-13.07871486	-21.70031962	22.78304617	20.47040935	-15.60116938	19.23434073	-10.67482824	16.79930054	-19.98516887	-6.91394401	-12.15674992	22.24105479	-24.18707797	-5.15143450	6.90939224	3.71339775	28.76342037	32.17272591	-7.72033307	11.12380220	-32.76326903	23.40659465	-32.01857785	28.10359491	17.13937411	-25.83393400	7.85693383	24.76593192	1.56382848	-27.01522405	-27.87720937	5.81777512	11.01083709	26.63795562	-23.58246249	-27.76747675	18.62630610	9.63580341	-8.20128162	-19.98143576	-17.59424523	13.38349678	3.36554954	-3.64450040	9.33584866	
5.82259121	-34.63667960	-31.39019346	3.80048238	-6.73410865	2.85492455	26.75024325	26.87656607	-2.38983909	12.71717840	11.52654784	-20.27103306	20.09399830	-31.07446315	19.05567486	-15.10555858	9.50995350	28.16872177	-2.41954817	32.42333910	19.24778468	5.88087316	-3.34055112	33.21184821	-30.02671986	-29.29010188	21.77900537	-34.65710547	-28.48463666	33.17760348	-30.57052235	-18.66361501	20.30679659	-29.10124679	-21.17583750	-34.19388764	-22.27833712	10.12583784	-4.58505264	-28.20892085	-5.93757441	-34.60695987	20.32343918	30.87920160	-30.27943640	-10.96799572	-4.00963058	-10.72899573	24.20679771	-23.76441543	5.29179606	6.95751200	-26.81875299	-14.58773045	3.42481545	-13.54535566	-18.45101165	-9.60650068	-33.40440485	-30.69326646	19.67297940	-30.01261570	-0.45180900	-15.95778355	-12.81318209	-18.89416417	19.74550295	-18.64837068	-26.79997032	9.66405820	4.06609231	-30.83287796	-25.26914609	-19.64221331	27.79032216	-32.56571451	21.46719493	15.45105118	26.41542882	34.36911907	4.74218673	4.13462376	8.54680796	5.76759353	-4.21895228	27.40167584	-6.28532605	21.50940684	26.63734460	-4.18653549	-29.04382249	14.37186819	-15.19668118	-32.45408287	25.06043258	-1.08586470	13.42929882	20.42921291	20.80689759	-12.49414096	
-28.61994089	-34.75887289	-32.50094400	-15.11930651	-31.52775073	2.87216347	26.82928744	27.09540428	-2.28257262	14.92892866	11.49822188	-18.84089564	20.11616054	-29.92522339	20.71556571	-14.24575994	9.47506243	28.15567992	-1.94722710	32.42942410	19.24999122	-34.20640385	5.47429200	31.75307609	-30.30374370	-23.31831584	22.13345351	-34.95822237	15.09819106	32.42867423	-25.49182423	-18.95947557	20.56310340	-29.09430379	-22.02015531	-34.38188769	-22.21854691	-22.50666641	-7.16857733	-28.24231827	-7.13091933	-28.14021609	20.25359337	13.72204831	-29.54850691	-10.96798771	-4.00963058	-10.31029089	24.18921711	-23.51886274	-5.09937236	6.82476982	-26.81853686	-13.05844770	-17.77825742	-13.10772776	-23.19638036	-28.56005528	-33.14367171	-8.09929514	19.39571384	-30.05558074	-8.37878806	-15.09453161	-7.38432858	-18.89416417	22.20789798	31.53842869	-27.03512448	6.83614320	7.39421343	-31.04490901	-25.24807637	-19.64221331	18.67228162	-32.78771027	-7.57463660	13.99282233	-14.30310779	16.05329149	-9.33888872	3.67121583	9.34737534	8.86362793	21.67066402	26.72636640	-6.29487248	21.45915981	26.63743375	-4.18204670	-28.95968342	14.34332032	9.51840604	-32.46591374	3.02933857	-1.68903298	13.42949311	20.43364023	-3.59157208	-12.92363154	
2.82311194	-32.60900609	-31.41277831	3.81497588	-4.67799136	2.85492455	26.56521006	-28.92462017	-2.27785005	14.73818351	11.15212084	-13.15891930	22.88380450	-30.88214934	19.05718682	-14.41610854	9.55195368	28.16872177	-1.65646299	33.90552065	19.24735301	5.87630793	5.54781783	33.21184821	-30.37832673	-29.29010419	23.81199040	-33.87242507	-27.64339737	32.42944884	-25.50098671	-6.17867794	20.57314880	-28.05916971	-21.18066383	-34.14882839	-22.27833712	10.15486289	-4.44433754	-28.21035862	-5.92981419	-27.97255734	19.89677907	30.87792802	-31.63280851	-10.96799572	-4.01998559	-6.53855156	24.20673947	-26.07638215	-26.62426696	6.82571312	-26.81875299	-14.58777551	2.52423973	-17.27695850	-22.34540055	-9.54849797	-33.40440485	-8.25133852	18.45651504	-30.01261570	-7.70214038	-15.12731003	-7.26127510	-18.45848650	19.74949607	30.77860422	-27.26859212	2.00767913	4.05444943	-29.50039389	-25.68825622	-19.64221331	27.58771856	-32.57177595	21.24752640	15.41830353	27.98609734	32.27188288	-8.44774676	9.43307910	8.54680796	5.76759353	-4.10831751	27.41813067	-6.38788562	21.51951180	26.63734460	-4.19165154	-29.04360831	14.38589927	-15.19668118	-30.95248246	25.23045696	-1.09175088	13.42929882	20.42921291	20.87042413	-12.42733182	
-28.57266824	-34.67051946	-32.10294234	3.80049658	-6.73238842	2.90230266	26.75024325	26.87656607	-2.27930521	14.71134214	11.52654784	-16.80843319	22.06966006	-31.33026143	20.60381649	-15.10555858	10.24640406	28.16872177	-0.27030810	32.45075605	19.24742920	3.97797348	5.40982494	33.21138011	-34.46897323	-29.29010578	22.64381677	-34.84825065	2.65208539	31.08412226	-25.29179815	-18.75469003	20.56319587	-29.09746901	-6.86055570	-34.19354924	-22.31794422	-21.72016518	-27.48079205	-28.23570711	-7.37766415	-34.62294369	20.33821671	30.87920158	-31.66398755	-10.96799572	-4.00963058	-10.71911885	24.20673947	-23.76535290	4.85287702	6.82557767	-26.81875299	-13.89330054	3.40493517	-13.15166049	-19.12321421	-28.08061177	-33.40440485	-32.17927232	18.53871199	-8.96683864	-0.62037611	-15.09453161	-12.42784109	-18.89416417	22.21973714	30.78217995	-25.90190609	2.00669209	4.05444579	-30.85822750	-25.26914609	-21.23002024	10.73322747	-32.56571451	21.46027037	-34.63463133	28.68958216	-1.51453355	4.91114139	4.13403869	-31.13516333	5.65142672	-4.21895228	27.90540311	-6.29122657	21.85488510	26.63734460	-4.19190739	-28.98343442	14.37268294	11.77756024	-32.44378672	25.06049649	-1.11789741	13.42929882	20.41241823	21.09764293	-12.42733182	
